work_id,mp_name,district,block,village,category,description,sanctioned_cost_lakh,sanction_year,status,is_seeded_duplicate,duplicate_of
MPLAD-2020-100491,MP_08,Murshidabad,Krishnanagar-II,Bahirgachi,Health,"Construction of waiting shed at Bahirgachi Sub-Centre under MPLADS, Ward No. 15, Krishnanagar-II block, Murshidabad district",3.26,2020,Completed,False,
MPLAD-2022-100073,MP_07,Jalpaiguri,Karimpur-II,Bahirgachi,Sports,"Development of playground with boundary fencing at Bahirgachi under MPLADS, Ward No. 2, Karimpur-II block, Jalpaiguri district",15.15,2022,Ongoing,False,
MPLAD-2019-101085,MP_24,Jalpaiguri,Tehatta-I,Dhantala,Irrigation,"Re-excavation of village pond for irrigation at Dhantala under MPLADS, Ward No. 13, Tehatta-I block, Jalpaiguri district",44.92,2019,Sanctioned,False,
MPLAD-2025-100587,MP_20,Purulia,Santipur,Dhantala,Health,"Supply of ambulance to Santipur Rural Hospital under MPLADS under MPLADS, Ward No. 15, Santipur block, Purulia district",34.9,2025,Completed,False,
MPLAD-2025-100657,MP_26,Murshidabad,Krishnanagar-II,Aistala,Road,"Construction of 1672 m concrete road from Bhatjangla to Panchberia at Aistala under MPLADS, Ward No. 9, Krishnanagar-II block, Murshidabad district",31.95,2025,Completed,False,
MPLAD-2022-100234,MP_19,Bardhaman,Hanskhali,Subarnapur,Road,"Improvement and metalling of village approach road at Subarnapur, Hanskhali under MPLADS, Ward No. 3, Hanskhali block, Bardhaman district",10.22,2022,Completed,False,
MPLAD-2023-100214,MP_15,Murshidabad,Krishnanagar-II,Aistala,Education,"Construction of additional classroom block at Aistala Primary School under MPLADS, Ward No. 19, Krishnanagar-II block, Murshidabad district",19.99,2023,Ongoing,False,
MPLAD-2020-100162,MP_03,Howrah,Santipur,Dhantala,Road,"Improvement and metalling of village approach road at Dhantala, Santipur under MPLADS, Ward No. 8, Santipur block, Howrah district",30.74,2020,Completed,False,
MPLAD-2025-100132,MP_23,Hooghly,Ranaghat-I,Rautari,Health,"Supply of ambulance to Ranaghat-I Rural Hospital under MPLADS under MPLADS, Ward No. 11, Ranaghat-I block, Hooghly district",33.48,2025,Completed,False,
MPLAD-2024-100978,MP_39,Bardhaman,Ranaghat-I,Mamjoan,Electrification,"Installation of 4 solar street lights at Mamjoan, Ranaghat-I under MPLADS, Ward No. 14, Ranaghat-I block, Bardhaman district",17.64,2024,Ongoing,False,
MPLAD-2022-100850,MP_17,Murshidabad,Chakdaha,Mamjoan,Sports,"Development of playground with boundary fencing at Mamjoan under MPLADS, Ward No. 13, Chakdaha block, Murshidabad district",29.39,2022,Completed,False,
MPLAD-2020-101065,MP_26,Purulia,Nakashipara,Subarnapur,Education,"Construction of additional classroom block at Subarnapur Primary School under MPLADS, Ward No. 15, Nakashipara block, Purulia district",22.47,2020,Completed,False,
MPLAD-2022-100185,MP_16,Murshidabad,Nakashipara,Nokari,Road,"Improvement and metalling of village approach road at Nokari, Nakashipara under MPLADS, Ward No. 8, Nakashipara block, Murshidabad district",10.83,2022,Completed,False,
MPLAD-2025-100041,MP_03,Murshidabad,Hanskhali,Barasat,Road,"Construction of 317 m concrete road from Debagram to Nokari at Barasat under MPLADS, Ward No. 22, Hanskhali block, Murshidabad district",41.73,2025,Completed,False,
MPLAD-2025-100692,MP_06,Murshidabad,Ranaghat-I,Dhantala,Education,"Construction of additional classroom block at Dhantala Primary School under MPLADS, Ward No. 15, Ranaghat-I block, Murshidabad district",35.23,2025,Completed,False,
MPLAD-2022-100108,MP_28,Murshidabad,Chakdaha,Muragachha,Community,"Construction of community hall with toilet block at Muragachha under MPLADS, Ward No. 12, Chakdaha block, Murshidabad district",8.04,2022,Completed,False,
MPLAD-2022-100990,MP_26,Bardhaman,Krishnanagar-II,Subarnapur,Electrification,"Providing LED high mast lighting at Subarnapur market area under MPLADS, Ward No. 23, Krishnanagar-II block, Bardhaman district",32.24,2022,Sanctioned,False,
MPLAD-2020-100568,MP_04,Nadia,Tehatta-I,Fatepur,Sports,"Development of playground with boundary fencing at Fatepur under MPLADS, Ward No. 17, Tehatta-I block, Nadia district",20.68,2020,Completed,False,
MPLAD-2022-101116,MP_22,Malda,Tehatta-I,Rautari,Electrification,"Providing LED high mast lighting at Rautari market area under MPLADS, Ward No. 20, Tehatta-I block, Malda district",30.18,2022,Sanctioned,False,
MPLAD-2025-101098,MP_02,Bankura,Santipur,Subarnapur,Community,"Construction of community hall with toilet block at Subarnapur under MPLADS, Ward No. 16, Santipur block, Bankura district",19.93,2025,Completed,False,
MPLAD-DUP-200047,MP_01,Bardhaman,Tehatta-I,Bahirgachi,Sports,"Development of playground with boundary fencing at Bahirgachi under MPLADS, Ward No. 1, Tehatta-I block, Bardhaman district",46.29,2025,Completed,True,MPLAD-2024-100271
MPLAD-2019-100483,MP_27,Jalpaiguri,Krishnanagar-II,Muragachha,Water,"Installation of 5 deep tube wells with submersible pump at Muragachha under MPLADS, Ward No. 16, Krishnanagar-II block, Jalpaiguri district",25.38,2019,Sanctioned,False,
MPLAD-2025-100468,MP_26,Bankura,Krishnanagar-II,Jaguli,Water,"Installation of 8 deep tube wells with submersible pump at Jaguli under MPLADS, Ward No. 4, Krishnanagar-II block, Bankura district",2.96,2025,Completed,False,
MPLAD-2022-100024,MP_10,Murshidabad,Chakdaha,Bhatjangla,Irrigation,"Re-excavation of village pond for irrigation at Bhatjangla under MPLADS, Ward No. 16, Chakdaha block, Murshidabad district",42.22,2022,Completed,False,
MPLAD-2023-101110,MP_27,Nadia,Chakdaha,Nokari,Health,"Construction of waiting shed at Nokari Sub-Centre under MPLADS, Ward No. 19, Chakdaha block, Nadia district",20.1,2023,Completed,False,
MPLAD-2024-100915,MP_09,Malda,Tehatta-I,Bhatjangla,Road,"Improvement and metalling of village approach road at Bhatjangla, Tehatta-I under MPLADS, Ward No. 3, Tehatta-I block, Malda district",2.28,2024,Ongoing,False,
MPLAD-2025-100874,MP_27,Jalpaiguri,Krishnanagar-II,Bahirgachi,Health,"Supply of ambulance to Krishnanagar-II Rural Hospital under MPLADS under MPLADS, Ward No. 6, Krishnanagar-II block, Jalpaiguri district",16.36,2025,Completed,False,
MPLAD-2023-101096,MP_11,Howrah,Tehatta-I,Mamjoan,Community,"Construction of community hall with toilet block at Mamjoan under MPLADS, Ward No. 9, Tehatta-I block, Howrah district",43.42,2023,Sanctioned,False,
MPLAD-2021-100366,MP_02,Malda,Chakdaha,Barasat,Road,"Improvement and metalling of village approach road at Barasat, Chakdaha under MPLADS, Ward No. 17, Chakdaha block, Malda district",5.85,2021,Ongoing,False,
MPLAD-2025-100979,MP_13,Bankura,Santipur,Fatepur,Health,"Construction of waiting shed at Fatepur Sub-Centre under MPLADS, Ward No. 1, Santipur block, Bankura district",10.85,2025,Completed,False,
MPLAD-2025-101140,MP_30,Murshidabad,Haringhata,Muragachha,Electrification,"Providing LED high mast lighting at Muragachha market area under MPLADS, Ward No. 11, Haringhata block, Murshidabad district",10.29,2025,Sanctioned,False,
MPLAD-2024-100383,MP_29,Jalpaiguri,Chakdaha,Fatepur,Sanitation,"Construction of 6 community sanitary complex at Fatepur under MPLADS, Ward No. 3, Chakdaha block, Jalpaiguri district",11.89,2024,Ongoing,False,
MPLAD-2019-101015,MP_06,Nadia,Hanskhali,Aistala,Education,"Supply of benches and desks to Aistala High School under MPLADS under MPLADS, Ward No. 24, Hanskhali block, Nadia district",43.17,2019,Completed,False,
MPLAD-2022-100717,MP_25,Bankura,Nakashipara,Muragachha,Irrigation,"Re-excavation of village pond for irrigation at Muragachha under MPLADS, Ward No. 9, Nakashipara block, Bankura district",29.12,2022,Completed,False,
MPLAD-2025-100454,MP_20,Nadia,Ranaghat-I,Barasat,Electrification,"Providing LED high mast lighting at Barasat market area under MPLADS, Ward No. 15, Ranaghat-I block, Nadia district",9.06,2025,Completed,False,
MPLAD-2024-100264,MP_20,Bankura,Chakdaha,Kalinagar,Education,"Construction of additional classroom block at Kalinagar Primary School under MPLADS, Ward No. 4, Chakdaha block, Bankura district",34.39,2024,Ongoing,False,
MPLAD-2021-100968,MP_15,Murshidabad,Ranaghat-I,Jaguli,Community,"Renovation of crematorium boundary wall at Jaguli under MPLADS, Ward No. 5, Ranaghat-I block, Murshidabad district",18.21,2021,Completed,False,
MPLAD-2020-100232,MP_08,Murshidabad,Santipur,Kalinagar,Water,"Installation of 2 deep tube wells with submersible pump at Kalinagar under MPLADS, Ward No. 4, Santipur block, Murshidabad district",19.34,2020,Completed,False,
MPLAD-2022-100444,MP_28,Hooghly,Ranaghat-I,Bhatjangla,Health,"Construction of waiting shed at Bhatjangla Sub-Centre under MPLADS, Ward No. 7, Ranaghat-I block, Hooghly district",30.06,2022,Completed,False,
MPLAD-2022-100395,MP_39,Howrah,Nakashipara,Mamjoan,Sanitation,"Construction of 1 community sanitary complex at Mamjoan under MPLADS, Ward No. 3, Nakashipara block, Howrah district",8.54,2022,Ongoing,False,
MPLAD-2019-101106,MP_22,Jalpaiguri,Tehatta-I,Muragachha,Sanitation,"Construction of 6 community sanitary complex at Muragachha under MPLADS, Ward No. 6, Tehatta-I block, Jalpaiguri district",29.54,2019,Completed,False,
MPLAD-2020-100176,MP_09,Hooghly,Santipur,Subarnapur,Health,"Construction of waiting shed at Subarnapur Sub-Centre under MPLADS, Ward No. 1, Santipur block, Hooghly district",19.89,2020,Completed,False,
MPLAD-2023-100018,MP_07,Murshidabad,Tehatta-I,Fatepur,Water,"Installation of 2 deep tube wells with submersible pump at Fatepur under MPLADS, Ward No. 17, Tehatta-I block, Murshidabad district",41.74,2023,Completed,False,
MPLAD-2024-101139,MP_38,Nadia,Chakdaha,Kalinagar,Electrification,"Providing LED high mast lighting at Kalinagar market area under MPLADS, Ward No. 17, Chakdaha block, Nadia district",40.78,2024,Completed,False,
MPLAD-2021-100926,MP_10,Jalpaiguri,Kaliganj,Kalinagar,Irrigation,"Re-excavation of village pond for irrigation at Kalinagar under MPLADS, Ward No. 1, Kaliganj block, Jalpaiguri district",30.17,2021,Completed,False,
MPLAD-2023-100949,MP_02,Murshidabad,Kaliganj,Aistala,Community,"Construction of community hall with toilet block at Aistala under MPLADS, Ward No. 3, Kaliganj block, Murshidabad district",41.37,2023,Completed,False,
MPLAD-2024-101153,MP_20,Purulia,Hanskhali,Rautari,Water,"Installation of 7 deep tube wells with submersible pump at Rautari under MPLADS, Ward No. 9, Hanskhali block, Purulia district",1.88,2024,Completed,False,
MPLAD-2019-100595,MP_18,Bardhaman,Kaliganj,Bahirgachi,Road,"Construction of 816 m concrete road from Jaguli to Aistala at Bahirgachi under MPLADS, Ward No. 24, Kaliganj block, Bardhaman district",43.35,2019,Ongoing,False,
MPLAD-2024-100061,MP_31,Jalpaiguri,Chakdaha,Bahirgachi,Education,"Construction of additional classroom block at Bahirgachi Primary School under MPLADS, Ward No. 17, Chakdaha block, Jalpaiguri district",31.87,2024,Ongoing,False,
MPLAD-2025-100272,MP_32,Birbhum,Chakdaha,Mamjoan,Health,"Supply of ambulance to Chakdaha Rural Hospital under MPLADS under MPLADS, Ward No. 17, Chakdaha block, Birbhum district",40.35,2025,Completed,False,
MPLAD-DUP-200018,MP_16,Bankura,Krishnanagar-II,Mamjoan,Community,"Construction of community centre with toilet block at Mamjoan under MPLADS, Ward No. 21, Krishnanagar-II block, Bankura district",5.86,2020,Completed,True,MPLAD-2019-100203
MPLAD-2024-100278,MP_38,Bardhaman,Tehatta-I,Muragachha,Health,"Construction of waiting shed at Muragachha Sub-Centre under MPLADS, Ward No. 13, Tehatta-I block, Bardhaman district",2.02,2024,Ongoing,False,
MPLAD-2023-101117,MP_10,Bankura,Kaliganj,Aistala,Electrification,"Providing LED high mast lighting at Aistala market area under MPLADS, Ward No. 15, Kaliganj block, Bankura district",44.47,2023,Completed,False,
MPLAD-2020-100694,MP_11,Nadia,Nakashipara,Dhantala,Electrification,"Installation of 1 solar street lights at Dhantala, Nakashipara under MPLADS, Ward No. 20, Nakashipara block, Nadia district",35.22,2020,Ongoing,False,
MPLAD-2023-100368,MP_02,Birbhum,Karimpur-II,Debagram,Water,"Construction of overhead water reservoir of 2000 litre capacity at Debagram under MPLADS, Ward No. 23, Karimpur-II block, Birbhum district",37.87,2023,Completed,False,
MPLAD-2020-100036,MP_32,Bankura,Nakashipara,Rautari,Education,"Construction of additional classroom block at Rautari Primary School under MPLADS, Ward No. 7, Nakashipara block, Bankura district",6.08,2020,Completed,False,
MPLAD-2019-100735,MP_11,Jalpaiguri,Ranaghat-I,Muragachha,Education,"Construction of additional classroom block at Muragachha Primary School under MPLADS, Ward No. 19, Ranaghat-I block, Jalpaiguri district",30.14,2019,Completed,False,
MPLAD-2020-101058,MP_30,Howrah,Kaliganj,Jaguli,Road,"Construction of 1122 m concrete road from Rautari to Debagram at Jaguli under MPLADS, Ward No. 22, Kaliganj block, Howrah district",33.57,2020,Completed,False,
MPLAD-2022-101004,MP_09,Birbhum,Hanskhali,Muragachha,Electrification,"Installation of 5 solar street lights at Muragachha, Hanskhali under MPLADS, Ward No. 20, Hanskhali block, Birbhum district",6.89,2022,Completed,False,
MPLAD-2020-100834,MP_11,Bankura,Ranaghat-I,Fatepur,Sports,"Development of playground with boundary fencing at Fatepur under MPLADS, Ward No. 7, Ranaghat-I block, Bankura district",26.18,2020,Completed,False,
MPLAD-2021-100898,MP_29,Purulia,Chakdaha,Bhatjangla,Community,"Construction of community hall with toilet block at Bhatjangla under MPLADS, Ward No. 7, Chakdaha block, Purulia district",41.89,2021,Sanctioned,False,
MPLAD-2020-100547,MP_19,Birbhum,Tehatta-I,Barasat,Electrification,"Installation of 7 solar street lights at Barasat, Tehatta-I under MPLADS, Ward No. 11, Tehatta-I block, Birbhum district",14.13,2020,Completed,False,
MPLAD-2025-101035,MP_24,Howrah,Haringhata,Muragachha,Electrification,"Providing LED high mast lighting at Muragachha market area under MPLADS, Ward No. 1, Haringhata block, Howrah district",24.76,2025,Completed,False,
MPLAD-2021-100688,MP_28,Bardhaman,Kaliganj,Barasat,Water,"Construction of overhead water reservoir of 8000 litre capacity at Barasat under MPLADS, Ward No. 24, Kaliganj block, Bardhaman district",13.45,2021,Ongoing,False,
MPLAD-2022-100738,MP_28,Murshidabad,Chakdaha,Kalinagar,Health,"Supply of ambulance to Chakdaha Rural Hospital under MPLADS under MPLADS, Ward No. 6, Chakdaha block, Murshidabad district",28.72,2022,Ongoing,False,
MPLAD-2021-100191,MP_32,Purulia,Hanskhali,Muragachha,Sports,"Development of playground with boundary fencing at Muragachha under MPLADS, Ward No. 14, Hanskhali block, Purulia district",22.46,2021,Completed,False,
MPLAD-2020-100456,MP_22,Purulia,Krishnanagar-II,Subarnapur,Water,"Construction of overhead water reservoir of 7000 litre capacity at Subarnapur under MPLADS, Ward No. 6, Krishnanagar-II block, Purulia district",5.59,2020,Completed,False,
MPLAD-2020-100393,MP_32,Malda,Nakashipara,Debagram,Road,"Construction of 283 m concrete road from Muragachha to Mamjoan at Debagram under MPLADS, Ward No. 3, Nakashipara block, Malda district",39.33,2020,Ongoing,False,
MPLAD-2022-100675,MP_16,Murshidabad,Kaliganj,Debagram,Community,"Construction of community hall with toilet block at Debagram under MPLADS, Ward No. 7, Kaliganj block, Murshidabad district",15.27,2022,Sanctioned,False,
MPLAD-2023-100760,MP_06,Nadia,Kaliganj,Aistala,Health,"Supply of ambulance to Kaliganj Rural Hospital under MPLADS under MPLADS, Ward No. 21, Kaliganj block, Nadia district",7.87,2023,Completed,False,
MPLAD-DUP-200076,MP_21,Howrah,Karimpur-II,Panchberia,Health,"Procurement and supply of ambulance to Karimpur-II Rural Hospital under MPLADS under MPLADS, Ward No. 23, Karimpur-II block, Howrah district",30.25,2022,Completed,True,MPLAD-2021-101003
MPLAD-2019-100728,MP_22,Birbhum,Hanskhali,Aistala,Road,"Construction of 1516 m concrete road from Debagram to Rautari at Aistala under MPLADS, Ward No. 15, Hanskhali block, Birbhum district",14.31,2019,Completed,False,
MPLAD-2025-100419,MP_04,Jalpaiguri,Hanskhali,Subarnapur,Electrification,"Providing LED high mast lighting at Subarnapur market area under MPLADS, Ward No. 19, Hanskhali block, Jalpaiguri district",12.14,2025,Completed,False,
MPLAD-2023-100375,MP_10,Bankura,Kaliganj,Jaguli,Water,"Installation of 1 deep tube wells with submersible pump at Jaguli under MPLADS, Ward No. 9, Kaliganj block, Bankura district",5.09,2023,Completed,False,
MPLAD-2025-100412,MP_05,Purulia,Santipur,Rautari,Health,"Supply of ambulance to Santipur Rural Hospital under MPLADS under MPLADS, Ward No. 10, Santipur block, Purulia district",7.02,2025,Completed,False,
MPLAD-2023-100074,MP_06,Nadia,Krishnanagar-II,Debagram,Sports,"Development of playground with boundary fencing at Debagram under MPLADS, Ward No. 17, Krishnanagar-II block, Nadia district",27.64,2023,Completed,False,
MPLAD-DUP-200014,MP_19,Murshidabad,Tehatta-I,Subarnapur,Health,"Building of waiting shed at Subarnapur Sub-Centre under MPLADS, Ward No. 18, Tehatta-I block, Murshidabad district",53.53,2021,Ongoing,True,MPLAD-2020-100470
MPLAD-2019-101008,MP_07,Jalpaiguri,Karimpur-II,Fatepur,Education,"Construction of additional classroom block at Fatepur Primary School under MPLADS, Ward No. 23, Karimpur-II block, Jalpaiguri district",2.04,2019,Completed,False,
MPLAD-2022-100500,MP_29,Bankura,Hanskhali,Jaguli,Sports,"Development of playground with boundary fencing at Jaguli under MPLADS, Ward No. 10, Hanskhali block, Bankura district",26.17,2022,Completed,False,
MPLAD-2022-100934,MP_36,Purulia,Hanskhali,Kalinagar,Road,"Construction of 1622 m concrete road from Rautari to Fatepur at Kalinagar under MPLADS, Ward No. 7, Hanskhali block, Purulia district",24.03,2022,Completed,False,
MPLAD-2019-100616,MP_37,Bardhaman,Kaliganj,Debagram,Water,"Construction of overhead water reservoir of 4000 litre capacity at Debagram under MPLADS, Ward No. 7, Kaliganj block, Bardhaman district",35.77,2019,Ongoing,False,
MPLAD-2021-100114,MP_35,Malda,Karimpur-II,Subarnapur,Electrification,"Installation of 7 solar street lights at Subarnapur, Karimpur-II under MPLADS, Ward No. 8, Karimpur-II block, Malda district",27.33,2021,Completed,False,
